,date,strike,prob,ttm
0,2024-12-27,5207.095114128922,0.0,7
1,2024-12-27,5234.8532436768,1.1102230246251565e-06,7
2,2024-12-27,5262.611373224679,-3.3306690738754696e-06,7
3,2024-12-27,5290.369502772556,0.0,7
4,2024-12-27,5318.127632320434,-3.3306690738754696e-06,7
5,2024-12-27,5345.885761868311,2.220446049250313e-06,7
6,2024-12-27,5373.64389141619,-4.440892098500626e-06,7
7,2024-12-27,5401.402020964068,3.3306690738754696e-06,7
8,2024-12-27,5429.160150511945,-2.220446049250313e-06,7
9,2024-12-27,5456.918280059823,0.0,7
10,2024-12-27,5484.676409607701,-3.3306690738754696e-06,7
11,2024-12-27,5512.434539155579,1.1102230246251565e-06,7
12,2024-12-27,5540.192668703457,2.220446049250313e-06,7
13,2024-12-27,5567.950798251334,-3.3306690738754696e-06,7
14,2024-12-27,5595.708927799213,2.220446049250313e-06,7
15,2024-12-27,5623.46705734709,2.220446049250313e-06,7
16,2024-12-27,5651.225186894968,7.771561172376096e-06,7
17,2024-12-27,5678.9833164428455,3.9968028886505635e-05,7
18,2024-12-27,5706.741445990724,0.0001254552017826427,7
19,2024-12-27,5734.499575538602,0.00034861002973229915,7
20,2024-12-27,5762.257705086479,0.0007760458942129844,7
21,2024-12-27,5790.015834634358,0.0014721557306529576,7
22,2024-12-27,5817.773964182235,0.0024280577548552174,7
23,2024-12-27,5845.532093730113,0.0035549341248497512,7
24,2024-12-27,5873.290223277991,0.004692912725090537,7
25,2024-12-27,5901.048352825869,0.005678790770957676,7
26,2024-12-27,5928.806482373747,0.00826116952623579,7
27,2024-12-27,5956.564611921624,0.022107871089360742,7
28,2024-12-27,5984.322741469503,0.08076095348030776,7
29,2024-12-27,6012.080871017381,0.0006161737786669619,7
30,2024-12-27,6039.839000565258,0.0004574118861455645,7
31,2024-12-27,6067.597130113136,0.001758593271006248,7
32,2024-12-27,6095.355259661013,0.002944311461305915,7
33,2024-12-27,6123.113389208892,0.0007127631818093505,7
34,2024-12-27,6150.87151875677,2.6645352591003757e-05,7
35,2024-12-27,6178.629648304647,3.3306690738754696e-06,7
36,2024-12-27,6206.387777852526,0.0,7
37,2024-12-27,6234.145907400403,1.1102230246251565e-06,7
38,2024-12-27,6261.904036948281,9.325873406851315e-05,7
39,2024-12-27,6289.6621664961585,0.0008426592756904938,7
40,2024-12-27,6317.420296044036,0.0009803269307440132,7
41,2024-12-27,6345.178425591915,0.0007083222897108499,7
42,2024-12-27,6372.936555139792,2.4424906541753444e-05,7
43,2024-12-27,6400.694684687671,-0.0009248157795127554,7
44,2024-12-27,6428.452814235548,-0.0015720758028692217,7
45,2024-12-27,6456.210943783426,-0.0007926992395823618,7
46,2024-12-27,6483.969073331304,0.0009880984919163893,7
47,2024-12-27,6511.727202879181,0.001000310945187266,7
48,2024-12-27,6539.48533242706,-0.0011390888232654106,7
49,2024-12-27,6567.243461974937,-0.0001021405182655144,7
50,2024-12-27,5207.095114128922,1.1102230246251565e-06,14
51,2024-12-27,5234.8532436768,0.0,14
52,2024-12-27,5262.611373224679,-1.1102230246251565e-06,14
53,2024-12-27,5290.369502772556,3.3306690738754696e-06,14
54,2024-12-27,5318.127632320434,-1.1102230246251565e-06,14
55,2024-12-27,5345.885761868311,3.3306690738754696e-06,14
56,2024-12-27,5373.64389141619,-3.3306690738754696e-06,14
