,date,strike,prob,ttm
0,2024-12-27,5207.095114128922,0.0,7
1,2024-12-27,5234.8532436768,0.0,7
2,2024-12-27,5262.611373224679,3.3306690738754696e-16,7
3,2024-12-27,5290.369502772556,0.0,7
4,2024-12-27,5318.127632320434,-2.220446049250313e-16,7
5,2024-12-27,5345.885761868311,0.0,7
6,2024-12-27,5373.64389141619,0.0,7
7,2024-12-27,5401.402020964068,0.0,7
8,2024-12-27,5429.160150511945,-1.1102230246251565e-16,7
9,2024-12-27,5456.918280059823,3.11972669919669e-14,7
10,2024-12-27,5484.676409607701,5.353495424742505e-12,7
11,2024-12-27,5512.434539155579,4.0269865220210477e-10,7
12,2024-12-27,5540.192668703457,1.5249103868519853e-08,7
13,2024-12-27,5567.950798251334,3.237421768442772e-07,7
14,2024-12-27,5595.708927799213,4.211577030677205e-06,7
15,2024-12-27,5623.46705734709,3.614276184571441e-05,7
16,2024-12-27,5651.225186894968,0.00021760333535891796,7
17,2024-12-27,5678.9833164428455,0.0009678221201624425,7
18,2024-12-27,5706.741445990724,0.0033211759401672314,7
19,2024-12-27,5734.499575538602,0.009122639171494917,7
20,2024-12-27,5762.257705086479,0.02069346711196718,7
21,2024-12-27,5790.015834634358,0.03980822514298965,7
22,2024-12-27,5817.773964182235,0.06643576379699723,7
23,2024-12-27,5845.532093730113,0.09807831216183638,7
24,2024-12-27,5873.290223277991,0.13024154184961412,7
25,2024-12-27,5901.048352825869,0.15701056529679258,7
26,2024-12-27,5928.806482373747,0.2026869468900348,7
27,2024-12-27,5956.564611921624,0.3329130458323341,7
28,2024-12-27,5984.322741469503,1.9780865497185336,7
29,2024-12-27,6012.080871017381,0.009306144979124742,7
30,2024-12-27,6039.839000565258,0.004039281103398351,7
31,2024-12-27,6067.597130113136,0.0016208364985978996,7
32,2024-12-27,6095.355259661013,0.09292619247908207,7
33,2024-12-27,6123.113389208892,0.030797993812723412,7
34,2024-12-27,6150.87151875677,0.0027871481724172087,7
35,2024-12-27,6178.629648304647,9.178032033041461e-06,7
36,2024-12-27,6206.387777852526,9.32476318382669e-13,7
37,2024-12-27,6234.145907400403,1.1962085944006162e-07,7
38,2024-12-27,6261.904036948281,0.0016099681068992844,7
39,2024-12-27,6289.6621664961585,-0.0008362573049038868,7
40,2024-12-27,6317.420296044036,-0.004433335740534394,7
41,2024-12-27,6345.178425591915,-0.00488525374927351,7
42,2024-12-27,6372.936555139792,-0.0028666998291571044,7
43,2024-12-27,6400.694684687671,-6.418183093326313e-06,7
44,2024-12-27,6428.452814235548,0.002229883162156776,7
45,2024-12-27,6456.210943783426,0.0031234112533770064,7
46,2024-12-27,6483.969073331304,0.0027193477607904137,7
47,2024-12-27,6511.727202879181,0.0015208365034162785,7
48,2024-12-27,6539.48533242706,0.00013111306428981173,7
49,2024-12-27,6567.243461974937,-0.0009916416217894408,7
50,2024-12-27,5207.095114128922,0.0,14
51,2024-12-27,5234.8532436768,1.6653345369377348e-15,14
52,2024-12-27,5262.611373224679,1.7985612998927536e-14,14
53,2024-12-27,5290.369502772556,2.0461410343841635e-13,14
54,2024-12-27,5318.127632320434,2.056355086210715e-12,14
55,2024-12-27,5345.885761868311,1.8483325980866994e-11,14
56,2024-12-27,5373.64389141619,1.4886125665469763e-10,14
57,2024-12-27,5401.402020964068,1.2554873807246736e-09,14
58,2024-12-27,5429.160150511945,2.332146209482744e-08,14
59,2024-12-27,5456.918280059823,2.8530584372798984e-07,14
60,2024-12-27,5484.676409607701,2.4404359233454187e-06,14
61,2024-12-27,5512.434539155579,1.5348438373807838e-05,14
62,2024-12-27,5540.192668703457,7.405152932948855e-05,14
63,2024-12-27,5567.950798251334,0.00028411977240827557,14
64,2024-12-27,5595.708927799213,0.0008938455720670646,14
65,2024-12-27,5623.46705734709,0.0023668628990942686,14
66,2024-12-27,5651.225186894968,0.005394676964093792,14
67,2024-12-27,5678.9833164428455,0.010789634605662513,14
68,2024-12-27,5706.741445990724,0.01925361293983574,14
69,2024-12-27,5734.499575538602,0.03109720050675624,14
70,2024-12-27,5762.257705086479,0.04603027354694478,14
71,2024-12-27,5790.015834634358,0.06312201905350245,14
72,2024-12-27,5817.773964182235,0.08095234208913804,14
73,2024-12-27,5845.532093730113,0.09789609805175215,14
74,2024-12-27,5873.290223277991,0.11243911504375392,14
75,2024-12-27,5901.048352825869,0.12338870712099496,14
76,2024-12-27,5928.806482373747,0.14136900190726814,14
77,2024-12-27,5956.564611921624,0.17007144891754505,14
78,2024-12-27,5984.322741469503,0.1975049227414587,14
79,2024-12-27,6012.080871017381,0.20894213271764522,14
80,2024-12-27,6039.839000565258,0.1900872516073439,14
81,2024-12-27,6067.597130113136,0.15232530133416844,14
82,2024-12-27,6095.355259661013,0.11874795745617439,14
83,2024-12-27,6123.113389208892,0.08782500256501935,14
84,2024-12-27,6150.87151875677,0.054855758166898916,14
85,2024-12-27,6178.629648304647,0.033434443002239744,14
86,2024-12-27,6206.387777852526,0.018966812563619206,14
87,2024-12-27,6234.145907400403,0.010023945858555705,14
88,2024-12-27,6261.904036948281,0.004940105136027273,14
89,2024-12-27,6289.6621664961585,0.0022724234285157463,14
90,2024-12-27,6317.420296044036,0.0009765488254602772,14
91,2024-12-27,6345.178425591915,0.00039241000165302076,14
92,2024-12-27,6372.936555139792,0.00014757445330604302,14
93,2024-12-27,6400.694684687671,5.198581773502298e-05,14
94,2024-12-27,6428.452814235548,1.716851838107214e-05,14
95,2024-12-27,6456.210943783426,5.320113043438823e-06,14
96,2024-12-27,6483.969073331304,1.548136283502366e-06,14
97,2024-12-27,6511.727202879181,4.2340152228703687e-07,14
98,2024-12-27,6539.48533242706,1.089180068358786e-07,14
99,2024-12-27,6567.243461974937,2.6375141182199968e-08,14
100,2024-12-27,5207.095114128922,4.879933086687771e-05,28
101,2024-12-27,5234.8532436768,8.691633773127982e-05,28
102,2024-12-27,5262.611373224679,0.00015084293883982358,28
103,2024-12-27,5290.369502772556,0.00025519736235790624,28
104,2024-12-27,5318.127632320434,0.00042105898449007473,28
105,2024-12-27,5345.885761868311,0.000677812525493704,28
106,2024-12-27,5373.64389141619,0.0010650180139524235,28
107,2024-12-27,5401.402020964068,0.001634038987208819,28
108,2024-12-27,5429.160150511945,0.002449063258464501,28
109,2024-12-27,5456.918280059823,0.0035870751287089275,28
110,2024-12-27,5484.676409607701,0.005136311737696131,28
111,2024-12-27,5512.434539155579,0.007192785825856474,28
112,2024-12-27,5540.192668703457,0.009854602192771122,28
113,2024-12-27,5567.950798251334,0.013214041054620207,28
114,2024-12-27,5595.708927799213,0.017347713437245726,28
115,2024-12-27,5623.46705734709,0.02230547368454361,28
116,2024-12-27,5651.225186894968,0.028099143324515796,28
117,2024-12-27,5678.9833164428455,0.03469238749639625,28
118,2024-12-27,5706.741445990724,0.041993218988142456,28
119,2024-12-27,5734.499575538602,0.049850530987106234,28
120,2024-12-27,5762.257705086479,0.05805575422002052,28
121,2024-12-27,5790.015834634358,0.06635021444926548,28
122,2024-12-27,5817.773964182235,0.0744380923001543,28
123,2024-12-27,5845.532093730113,0.08200415446426196,28
124,2024-12-27,5873.290223277991,0.08873474821330424,28
125,2024-12-27,5901.048352825869,0.09406554913160864,28
126,2024-12-27,5928.806482373747,0.1027241009581111,28
127,2024-12-27,5956.564611921624,0.1142507896996667,28
128,2024-12-27,5984.322741469503,0.12412487819679499,28
129,2024-12-27,6012.080871017381,0.129651192307476,28
130,2024-12-27,6039.839000565258,0.12871770435073165,28
131,2024-12-27,6067.597130113136,0.12059065321113466,28
132,2024-12-27,6095.355259661013,0.10804257976249526,28
133,2024-12-27,6123.113389208892,0.10125290954180766,28
134,2024-12-27,6150.87151875677,0.08669631444720627,28
135,2024-12-27,6178.629648304647,0.07095612887347313,28
136,2024-12-27,6206.387777852526,0.056299243796707914,28
137,2024-12-27,6234.145907400403,0.04332311349004292,28
138,2024-12-27,6261.904036948281,0.032345908862753125,28
139,2024-12-27,6289.6621664961585,0.0234410428561731,28
140,2024-12-27,6317.420296044036,0.016495475011273686,28
141,2024-12-27,6345.178425591915,0.011275939658324297,28
142,2024-12-27,6372.936555139792,0.0074904457755600165,28
143,2024-12-27,6400.694684687671,0.004837198619102812,28
144,2024-12-27,6428.452814235548,0.0030378983485126465,28
145,2024-12-27,6456.210943783426,0.001856114623427607,28
146,2024-12-27,6483.969073331304,0.0011036852955432774,28
147,2024-12-27,6511.727202879181,0.0006389234798813703,28
148,2024-12-27,6539.48533242706,0.0003602196328162943,28
149,2024-12-27,6567.243461974937,0.00019785648940306988,28
150,2024-12-27,5207.095114128922,0.00015289083437008966,56
151,2024-12-27,5234.8532436768,0.00024290532478898896,56
152,2024-12-27,5262.611373224679,0.00037838670909384753,56
153,2024-12-27,5290.369502772556,0.0005781052253118757,56
154,2024-12-27,5318.127632320434,0.0008665160442133947,56
155,2024-12-27,5345.885761868311,0.001274586041584369,56
156,2024-12-27,5373.64389141619,0.001840375224044011,56
157,2024-12-27,5401.402020964068,0.0026092028592865635,56
158,2024-12-27,5429.160150511945,0.003633213627002086,56
159,2024-12-27,5456.918280059823,0.004970165638314872,56
160,2024-12-27,5484.676409607701,0.006681296471297893,56
161,2024-12-27,5512.434539155579,0.008828189204056147,56
162,2024-12-27,5540.192668703457,0.011468657254434467,56
163,2024-12-27,5567.950798251334,0.014651788669615251,56
164,2024-12-27,5595.708927799213,0.01841242557473699,56
165,2024-12-27,5623.46705734709,0.022765485951107056,56
166,2024-12-27,5651.225186894968,0.02770064275799833,56
167,2024-12-27,5678.9833164428455,0.033177939329994244,56
168,2024-12-27,5706.741445990724,0.039124922849501975,56
169,2024-12-27,5734.499575538602,0.045435809030459184,56
170,2024-12-27,5762.257705086479,0.0519730498703217,56
171,2024-12-27,5790.015834634358,0.05852086096806008,56
172,2024-12-27,5817.773964182235,0.06337378282556927,56
173,2024-12-27,5845.532093730113,0.06624860819443551,56
174,2024-12-27,5873.290223277991,0.06745863509183592,56
175,2024-12-27,5901.048352825869,0.06903344801092903,56
176,2024-12-27,5928.806482373747,0.07238323065379512,56
177,2024-12-27,5956.564611921624,0.07695666794279934,56
178,2024-12-27,5984.322741469503,0.08072606479831275,56
179,2024-12-27,6012.080871017381,0.08371545283688958,56
180,2024-12-27,6039.839000565258,0.08492231406250628,56
181,2024-12-27,6067.597130113136,0.08341741191989054,56
182,2024-12-27,6095.355259661013,0.0814363894407859,56
183,2024-12-27,6123.113389208892,0.0819674078761749,56
184,2024-12-27,6150.87151875677,0.07816087137515038,56
185,2024-12-27,6178.629648304647,0.07297835914203488,56
186,2024-12-27,6206.387777852526,0.06731996089721681,56
187,2024-12-27,6234.145907400403,0.06136340190949784,56
188,2024-12-27,6261.904036948281,0.055279030388371675,56
189,2024-12-27,6289.6621664961585,0.04922268437771227,56
190,2024-12-27,6317.420296044036,0.04333027342573825,56
191,2024-12-27,6345.178425591915,0.03771421794984964,56
192,2024-12-27,6372.936555139792,0.03246172148155402,56
193,2024-12-27,6400.694684687671,0.027634711313461957,56
194,2024-12-27,6428.452814235548,0.0232711808050301,56
195,2024-12-27,6456.210943783426,0.019387605339988734,56
196,2024-12-27,6483.969073331304,0.015982082162163125,56
197,2024-12-27,6511.727202879181,0.01303785659827128,56
